,Terminal DateTime,TranType,From/To,Amt Req'd,Fee Req'd,Amt Disp.,Fee Amt.,Term  Seq.,Response,Issuer,Current Balance,Customer_id
638,05/31/21 20:26:45,W/D,DDA,$100,$0.00,$0,$0.00,2783.0,DO NOT H,MS0,"$2,140.00",3767369620636248809
639,07/07/20 12:52:03,W/D,DDA,$40,$3.00,$40,$3.00,606.0,Approved,WAE,"$2,160.00",4838467383565213908
640,07/07/20 14:31:06,INQ,DDA,$,$0.00,$,$0.00,607.0,NO UNIV,WAE,"$2,160.00",7705651160185045680
641,07/07/20 14:35:18,INQ,SAV,$,$0.00,$,$0.00,608.0,NO UNIV,WAE,"$2,160.00",7705651160185045680
642,12/13/20 12:57:17,W/D,SAV,$200,$3.00,$200,$3.00,1518.0,Approved,SNE,"$2,160.00",1190346791087523935
643,12/31/20 10:19:01,W/D,CRD,$40,$3.00,$40,$3.00,1599.0,Approved,MS0,"$2,160.00",9033628238455692395
644,12/31/20 12:06:03,INQ,CRD,$,$0.00,$,$0.00,1600.0,Approved,MS0,"$2,160.00",9033628238455692395
645,12/31/20 12:07:55,INQ,CRD,$,$0.00,$,$0.00,1601.0,Approved,MS0,"$2,160.00",9033628238455692395
646,12/31/20 13:17:49,W/D,DDA,$80,$0.00,$,$0.00,1602.0,NSF,MS0,"$2,160.00",1240849268605498205
647,12/31/20 13:18:46,INQ,DDA,$,$0.00,$,$0.00,1603.0,Approved,MS0,"$2,160.00",1240849268605498205
648,12/31/20 13:27:36,INQ,DDA,$,$0.00,$,$0.00,1604.0,Approved,MS0,"$2,160.00",4169105468910814626
649,04/10/21 13:33:01,W/D,DDA,$200,$3.00,$200,$3.00,2354.0,EMV,SHZ,"$2,160.00",1421075465567946357
650,04/10/21 13:43:33,INQ,DDA,$0,$0.00,$0,$0.00,2355.0,NOT PERM,MS0,"$2,160.00",6864568167023910606
651,05/31/21 16:43:35,W/D,DDA,$200,$3.00,$200,$3.00,2779.0,EMV,VNT,"$2,160.00",4269401980446460191
652,05/31/21 18:12:17,W/D,DDA,$20,$0.00,$0,$0.00,2780.0,DO NOT H,MS0,"$2,160.00",8022741257523729779
653,08/03/21 03:26:23,W/D,DDA,$200,$3.00,$200,$3.00,3384.0,EMV,MS0,"$2,160.00",4191663777944424198
654,08/03/21 03:27:33,INQ,DDA,$0,$0.00,$0,$0.00,3385.0,Approved,MS0,"$2,160.00",4191663777944424198
655,01/22/21 20:02:20,W/D,DDA,$160,$3.00,$160,$3.00,1753.0,EMV,PUL,"$2,180.00",7315706900205045665
656,02/03/21 18:54:06,W/D,DDA,$20,$3.00,$20,$3.00,1838.0,EMV,PUL,"$2,180.00",1034936227988992675
657,02/13/21 18:51:11,W/D,DDA,$120,$3.00,$120,$3.00,1923.0,Approved,PUL,"$2,180.00",5373019291954705079
658,02/15/21 01:16:14,INQ,DDA,$,$0.00,$,$0.00,1924.0,Approved,PUL,"$2,180.00",8094140518928116965
659,03/15/21 21:27:04,W/D,DDA,$200,$3.00,$200,$3.00,2086.0,Approved,PUL,"$2,180.00",7003115162260689319
660,07/07/20 11:24:22,W/D,DDA,$40,$3.00,$40,$3.00,604.0,Liable,SNE,"$2,200.00",6394620502392604102
661,07/07/20 12:39:15,INQ,DDA,$,$0.00,$,$0.00,605.0,Approved,PLS,"$2,200.00",756314172749219034
662,09/04/20 16:25:30,W/D,DDA,$100,$3.00,$100,$3.00,922.0,Approved,MS0,"$2,200.00",6445717848708264328
663,12/31/20 05:42:51,W/D,DDA,$200,$3.00,$200,$3.00,1598.0,EMV,EXC,"$2,200.00",4046660026840697421
664,02/03/21 13:10:55,W/D,DDA,$20,$3.00,$20,$3.00,1835.0,EMV,MS0,"$2,200.00",4028273274442483797
665,02/03/21 14:32:14,W/D,DDA,$40,$0.00,$,$0.00,1836.0,EXC WD L,PLS,"$2,200.00",6647597985986449164
666,02/03/21 14:33:14,W/D,SAV,$40,$0.00,$,$0.00,1837.0,NO CREDT,PLS,"$2,200.00",6647597985986449164
667,04/04/21 15:00:15,W/D,DDA,$40,$3.00,$40,$3.00,2277.0,EMV,PLS,"$2,200.00",4533876292291607283
668,09/26/20 14:09:44,W/D,DDA,$140,$3.00,$140,$3.00,1023.0,Approved,PUL,"$2,220.00",2501341201218590373
669,02/03/21 11:37:21,W/D,DDA,$160,$3.00,$160,$3.00,1834.0,EMV,PLS,"$2,220.00",4067499161565440347
670,05/03/21 12:56:28,W/D,DDA,$200,$3.00,$200,$3.00,2558.0,EMV,MS0,"$2,220.00",4191663777944424198
671,05/03/21 12:57:23,INQ,DDA,$0,$0.00,$0,$0.00,2559.0,Approved,MS0,"$2,220.00",4191663777944424198
672,07/07/20 11:14:35,W/D,DDA,$20,$3.00,$20,$3.00,602.0,Liable,SNE,"$2,240.00",6394620502392604102
673,07/07/20 11:15:26,W/D,SAV,$40,$0.00,$,$0.00,603.0,NO SAV A,SNE,"$2,240.00",6394620502392604102
674,08/05/20 16:40:01,W/D,DDA,$20,$3.00,$20,$3.00,796.0,Approved,PUL,"$2,240.00",7042584068408197746
675,10/26/20 14:19:32,W/D,DDA,$200,$3.00,$200,$3.00,1192.0,Approved,PUL,"$2,240.00",5192840608297194168
676,11/15/20 13:24:45,W/D,DDA,$20,$3.00,$20,$3.00,1314.0,Approved,PLS,"$2,240.00",5039472452946960684
677,11/24/20 10:57:29,W/D,SAV,$100,$3.00,$100,$3.00,1378.0,Approved,SNE,"$2,240.00",1079720515450814901
678,03/18/21 23:30:53,W/D,DDA,$60,$3.00,$60,$3.00,2125.0,EMV,STR,"$2,240.00",3365169805623837769
679,04/04/21 13:50:44,W/D,DDA,$200,$3.00,$200,$3.00,2276.0,EMV,SNE,"$2,240.00",6441079157854777877
680,05/17/21 17:56:57,W/D,DDA,$200,$3.00,$200,$3.00,2684.0,EMV,PLS,"$2,240.00",2656450110639773501
681,05/17/21 18:37:20,INQ,DDA,$0,$0.00,$0,$0.00,2685.0,Approved,STR,"$2,240.00",4291543581285535123
682,07/07/20 11:13:41,W/D,DDA,$20,$3.00,$20,$3.00,601.0,Liable,SNE,"$2,260.00",6394620502392604102
683,08/05/20 15:41:05,W/D,DDA,$20,$3.00,$20,$3.00,795.0,Liable,MS0,"$2,260.00",8263823354284612723
684,08/16/20 13:44:54,W/D,DDA,$100,$3.00,$100,$3.00,849.0,Approved,PUL,"$2,260.00",6720380636312730274
685,10/12/20 08:35:03,W/D,DDA,$80,$3.00,$80,$3.00,1116.0,EMV,PLS,"$2,260.00",542867979308584437
686,10/12/20 12:02:43,W/D,DDA,$40,$0.00,$,$0.00,1117.0,NSF,PLS,"$2,260.00",838626543130318130
687,10/12/20 12:03:27,INQ,DDA,$,$0.00,$,$0.00,1118.0,Approved,PLS,"$2,260.00",838626543130318130
688,10/12/20 12:04:04,INQ,DDA,$,$0.00,$,$0.00,1119.0,Approved,PLS,"$2,260.00",838626543130318130
689,10/12/20 15:51:45,INQ,DDA,$,$0.00,$,$0.00,1120.0,Approved,PLS,"$2,260.00",48885761957300177
690,10/12/20 19:48:05,INQ,DDA,$,$0.00,$,$0.00,1121.0,INCORREC,MS0,"$2,260.00",7123602854891249721
691,10/12/20 19:50:52,W/D,DDA,$200,$0.00,$,$0.00,1122.0,INCORREC,NYC,"$2,260.00",7123602854891249721
692,11/15/20 01:37:47,W/D,DDA,$140,$3.00,$140,$3.00,1313.0,EMV,MS0,"$2,260.00",8120477730784561281
693,06/25/21 13:33:01,W/D,DDA,$80,$3.00,$80,$3.00,3019.0,Approved,PUL,"$2,260.00",2170087134616019330
694,06/25/21 13:33:43,INQ,DDA,$0,$0.00,$0,$0.00,3020.0,Approved,PLS,"$2,260.00",4585881769669767800
695,06/25/21 14:19:00,W/D,DDA,$140,$0.00,$0,$0.00,3021.0,INCORREC,PLS,"$2,260.00",3470343307290241939
696,06/25/21 14:24:13,W/D,DDA,$200,$0.00,$0,$0.00,3022.0,DO NOT H,MS0,"$2,260.00",5070993254737909218
697,07/06/20 18:11:02,W/D,DDA,$20,$3.00,$20,$3.00,599.0,Liable,MS0,"$2,280.00",3468432462317786033
698,07/06/20 21:46:41,INQ,DDA,$,$0.00,$,$0.00,600.0,Approved,MS0,"$2,280.00",3468432462317786033
699,08/05/20 15:39:51,W/D,DDA,$20,$3.00,$20,$3.00,794.0,Liable,MS0,"$2,280.00",8263823354284612723
700,03/29/21 01:59:21,W/D,DDA,$60,$3.00,$60,$3.00,2214.0,EMV,PLS,"$2,280.00",1665132263383497999
701,03/29/21 12:17:04,INQ,SAV,$,$0.00,$,$0.00,2215.0,INVALID,SNE,"$2,280.00",8409744075993462597
702,03/29/21 12:17:50,INQ,DDA,$,$0.00,$,$0.00,2216.0,INCORREC,SNE,"$2,280.00",2627801508113977472
703,03/29/21 12:18:39,INQ,DDA,$,$0.00,$,$0.00,2217.0,Approved,SNE,"$2,280.00",8409744075993462597
704,06/06/21 05:13:57,W/D,DDA,$100,$3.00,$100,$3.00,2848.0,EMV,PUL,"$2,280.00",9172526270701423478
705,06/06/21 20:33:23,INQ,DDA,$0,$0.00,$0,$0.00,2849.0,Approved,MS0,"$2,280.00",521508322605967734
706,07/07/21 12:53:02,W/D,DDA,$60,$3.00,$60,$3.00,3148.0,EMV,PUL,"$2,280.00",1034936227988992675
707,07/07/21 13:29:02,W/D,DDA,$40,$0.00,$0,$0.00,3149.0,DO NOT H,PLS,"$2,280.00",4585881769669767800
708,07/07/21 19:15:51,INQ,DDA,$0,$0.00,$0,$0.00,3150.0,Approved,SHZ,"$2,280.00",8660508493891591764
709,07/07/21 19:16:40,W/D,DDA,$200,$0.00,$0,$0.00,3151.0,NSF,SHZ,"$2,280.00",8660508493891591764
710,07/06/20 16:35:49,W/D,DDA,$20,$3.00,$20,$3.00,597.0,Approved,CI0,"$2,300.00",9073529723939882330
711,07/06/20 17:30:17,INQ,DDA,$,$0.00,$,$0.00,598.0,Approved,MS0,"$2,300.00",3468432462317786033
712,08/05/20 12:30:21,W/D,DDA,$200,$3.00,$200,$3.00,792.0,Approved,MS0,"$2,300.00",5160764800030931563
713,08/05/20 15:38:36,INQ,DDA,$,$0.00,$,$0.00,793.0,Approved,MS0,"$2,300.00",8263823354284612723
714,09/04/20 11:41:00,W/D,DDA,$100,$3.00,$100,$3.00,920.0,Approved,MS0,"$2,300.00",8323308779579846299
715,09/04/20 15:17:22,INQ,DDA,$,$0.00,$,$0.00,921.0,Approved,PUL,"$2,300.00",7219279365743573466
716,11/03/20 03:11:03,W/D,DDA,$60,$3.00,$60,$3.00,1228.0,Approved,PLS,"$2,300.00",6278063495248231215
717,11/03/20 12:19:37,INQ,DDA,$,$0.00,$,$0.00,1229.0,Approved,STR,"$2,300.00",1024144443385327747
718,02/13/21 04:28:23,W/D,DDA,$100,$3.00,$100,$3.00,1922.0,Approved,PUL,"$2,300.00",5373019291954705079
719,03/03/21 13:43:07,W/D,DDA,$200,$3.00,$200,$3.00,1999.0,EMV,MS0,"$2,300.00",4191663777944424198
720,03/03/21 14:49:10,W/D,DDA,$20,$0.00,$,$0.00,2000.0,NSF,PUL,"$2,300.00",407905209010926028
721,03/03/21 14:50:16,INQ,DDA,$,$0.00,$,$0.00,2001.0,Approved,PUL,"$2,300.00",407905209010926028
722,03/18/21 19:41:38,W/D,DDA,$200,$3.00,$200,$3.00,2123.0,Approved,CI0,"$2,300.00",6460103291647892833
723,03/18/21 20:54:39,INQ,DDA,$,$0.00,$,$0.00,2124.0,Approved,EXC,"$2,300.00",7245642455841577064
724,07/20/21 13:08:37,W/D,DDA,$60,$3.00,$60,$3.00,3262.0,Approved,PUL,"$2,300.00",1532719715094846413
725,07/06/20 14:56:06,W/D,DDA,$200,$3.00,$200,$3.00,595.0,Liable,MS0,"$2,320.00",6325887283087687411
726,07/06/20 14:59:45,INQ,DDA,$,$0.00,$,$0.00,596.0,Approved,MS0,"$2,320.00",3468432462317786033
727,12/05/20 13:10:00,W/D,SAV,$200,$3.00,$200,$3.00,1450.0,Approved,SNE,"$2,320.00",1190346791087523935
728,01/12/21 13:28:55,W/D,DDA,$160,$3.00,$160,$3.00,1689.0,EMV,MS0,"$2,320.00",7140717133446156579
729,04/17/21 21:59:24,W/D,DDA,$200,$3.00,$200,$3.00,2434.0,EMV,SNE,"$2,320.00",571802768755729216
730,06/17/21 00:09:52,W/D,DDA,$80,$3.00,$80,$3.00,2926.0,EMV,MS0,"$2,320.00",295409844689423890
731,07/25/20 15:01:45,W/D,DDA,$20,$3.00,$20,$3.00,706.0,Liable,PUL,"$2,340.00",7136535726450487660
732,07/25/20 16:30:14,INQ,SAV,$,$0.00,$,$0.00,707.0,NOT PERM,STR,"$2,340.00",6687693124205639582
733,10/11/20 13:30:14,W/D,DDA,$40,$3.00,$40,$3.00,1115.0,EMV,PLS,"$2,340.00",3309841820828900521
734,11/24/20 10:55:54,W/D,SAV,$200,$3.00,$200,$3.00,1376.0,Approved,SNE,"$2,340.00",1079720515450814901
735,11/24/20 10:56:51,W/D,SAV,$200,$0.00,$,$0.00,1377.0,EXC WD L,SNE,"$2,340.00",1079720515450814901
736,01/22/21 18:35:37,W/D,DDA,$100,$3.00,$100,$3.00,1752.0,EMV,CI0,"$2,340.00",6151147783377518261
737,03/28/21 01:33:26,W/D,DDA,$200,$3.00,$200,$3.00,2212.0,EMV,MS0,"$2,340.00",5549586180047618138
738,03/28/21 13:48:49,INQ,DDA,$,$0.00,$,$0.00,2213.0,Approved,PUL,"$2,340.00",510265810696786315
739,06/25/21 06:53:32,W/D,DDA,$20,$3.00,$20,$3.00,3016.0,Approved,MS0,"$2,340.00",2667575688462109007
740,06/25/21 13:24:30,INQ,DDA,$0,$0.00,$0,$0.00,3017.0,Approved,CI0,"$2,340.00",8099074365655043839
741,06/25/21 13:25:03,INQ,DDA,$0,$0.00,$0,$0.00,3018.0,Approved,CI0,"$2,340.00",8099074365655043839
742,07/07/21 10:57:35,W/D,DDA,$140,$3.00,$140,$3.00,3147.0,Approved,WAE,"$2,340.00",4337853393435196361
743,07/25/20 02:26:08,W/D,DDA,$80,$3.00,$80,$3.00,705.0,Liable,PLS,"$2,360.00",9071475997489307080
744,08/15/20 19:07:03,W/D,DDA,$100,$3.00,$100,$3.00,846.0,Approved,PUL,"$2,360.00",6720380636312730274
745,08/16/20 05:21:32,INQ,DDA,$,$0.00,$,$0.00,847.0,INCORREC,PLS,"$2,360.00",2622840374100396955
746,08/16/20 05:22:30,XFER,DDA-SAV,$95,$0.00,$,$0.00,848.0,NOT PERM,VNT,"$2,360.00",2622840374100396955
747,09/26/20 02:45:52,W/D,DDA,$100,$3.00,$100,$3.00,1022.0,EMV,PLS,"$2,360.00",4192974176217531904
748,11/02/20 11:57:25,W/D,DDA,$40,$3.00,$40,$3.00,1227.0,EMV,MS0,"$2,360.00",2041360255540117569
749,12/13/20 12:56:22,W/D,SAV,$200,$3.00,$200,$3.00,1517.0,Approved,SNE,"$2,360.00",1190346791087523935
750,04/10/21 11:41:40,W/D,DDA,$100,$3.00,$100,$3.00,2353.0,EMV,PLS,"$2,360.00",3041864323038578142
751,05/31/21 16:42:37,W/D,DDA,$200,$3.00,$200,$3.00,2778.0,EMV,VNT,"$2,360.00",4269401980446460191
752,06/25/21 02:35:24,W/D,DDA,$160,$3.00,$160,$3.00,3015.0,Approved,MS0,"$2,360.00",2667575688462109007
753,07/20/21 09:52:37,W/D,DDA,$80,$3.00,$80,$3.00,3259.0,Approved,CI0,"$2,360.00",7721209937140616170
754,07/20/21 13:07:06,INQ,DDA,$0,$0.00,$0,$0.00,3260.0,Approved,PUL,"$2,360.00",1532719715094846413
755,07/20/21 13:07:49,INQ,DDA,$0,$0.00,$0,$0.00,3261.0,Approved,PUL,"$2,360.00",1532719715094846413
756,08/03/21 03:25:08,W/D,DDA,$200,$3.00,$200,$3.00,3383.0,EMV,MS0,"$2,360.00",4191663777944424198
757,10/10/20 13:37:14,W/D,DDA,$120,$3.00,$120,$3.00,1112.0,Approved,WAE,"$2,380.00",6170933108158581343
758,10/11/20 05:15:19,W/D,DDA,$200,$0.00,$,$0.00,1113.0,DO NOT H,CI0,"$2,380.00",626033865951138357
759,10/11/20 05:16:48,W/D,DDA,$140,$0.00,$,$0.00,1114.0,DO NOT H,CI0,"$2,380.00",626033865951138357
760,02/03/21 01:33:33,W/D,DDA,$200,$3.00,$200,$3.00,1833.0,Approved,PUL,"$2,380.00",2946398015702396181
761,03/15/21 21:26:08,W/D,DDA,$200,$3.00,$200,$3.00,2085.0,Approved,PUL,"$2,380.00",7003115162260689319
762,06/06/21 03:08:16,W/D,DDA,$40,$3.00,$40,$3.00,2842.0,EMV,AFD,"$2,380.00",8748665857344998264
763,06/06/21 04:45:51,W/D,DDA,$40,$0.00,$0,$0.00,2843.0,NSF,PLS,"$2,380.00",5393778011571786822
764,06/06/21 04:46:26,INQ,SAV,$0,$0.00,$0,$0.00,2844.0,DO NOT H,PLS,"$2,380.00",5393778011571786822
765,06/06/21 04:47:50,W/D,SAV,$20,$0.00,$0,$0.00,2845.0,DO NOT H,PLS,"$2,380.00",5393778011571786822
766,06/06/21 04:48:28,W/D,CRD,$20,$0.00,$0,$0.00,2846.0,NOT PERM,PLS,"$2,380.00",5393778011571786822
767,06/06/21 04:49:00,W/D,DDA,$20,$0.00,$0,$0.00,2847.0,DO NOT H,PLS,"$2,380.00",5393778011571786822
768,09/04/20 10:34:11,W/D,DDA,$40,$3.00,$40,$3.00,916.0,Liable,STR,"$2,400.00",1693994312535304146
769,09/04/20 11:38:25,W/D,SAV,$160,$0.00,$,$0.00,917.0,NSF,MS0,"$2,400.00",8323308779579846299
770,09/04/20 11:39:30,W/D,DDA,$140,$0.00,$,$0.00,918.0,NSF,MS0,"$2,400.00",8323308779579846299
771,09/04/20 11:40:12,INQ,DDA,$,$0.00,$,$0.00,919.0,Approved,MS0,"$2,400.00",8323308779579846299
772,11/01/20 21:00:42,W/D,DDA,$100,$3.00,$100,$3.00,1226.0,Approved,NYC,"$2,400.00",5813397369286499916
773,11/15/20 01:33:02,W/D,DDA,$40,$3.00,$40,$3.00,1311.0,Approved,PLS,"$2,400.00",6650185965494749765
774,11/15/20 01:34:39,W/D,DDA,$100,$0.00,$,$0.00,1312.0,INCORREC,MS0,"$2,400.00",8120477730784561281
775,12/31/20 05:40:33,W/D,DDA,$200,$3.00,$200,$3.00,1596.0,EMV,EXC,"$2,400.00",4046660026840697421
776,12/31/20 05:41:58,INQ,DDA,$,$0.00,$,$0.00,1597.0,Approved,EXC,"$2,400.00",4046660026840697421
777,02/12/21 22:09:22,W/D,DDA,$40,$3.00,$40,$3.00,1921.0,Approved,NYC,"$2,400.00",4169917570091872334
778,06/16/21 19:16:47,W/D,DDA,$200,$3.00,$200,$3.00,2925.0,EMV,PUL,"$2,400.00",2685638398494332191
779,05/03/21 12:55:15,W/D,DDA,$200,$3.00,$200,$3.00,2557.0,EMV,MS0,"$2,420.00",4191663777944424198
780,06/06/21 01:58:34,W/D,DDA,$100,$3.00,$100,$3.00,2840.0,Approved,PUL,"$2,420.00",8415879741034914466
781,06/06/21 03:07:18,W/D,DDA,$100,$0.00,$0,$0.00,2841.0,NSF,AFD,"$2,420.00",8748665857344998264
782,07/24/20 14:52:08,W/D,DDA,$200,$3.00,$200,$3.00,701.0,Approved,PUL,"$2,440.00",4896689880600014935
783,07/24/20 23:57:26,INQ,DDA,$,$0.00,$,$0.00,702.0,INCORREC,SNE,"$2,440.00",5864214033143502533
784,07/24/20 23:58:19,INQ,DDA,$,$0.00,$,$0.00,703.0,Approved,SNE,"$2,440.00",5864214033143502533
785,07/24/20 23:59:18,INQ,DDA,$,$0.00,$,$0.00,704.0,Approved,PLS,"$2,440.00",1392343412305764255
786,09/04/20 07:31:09,W/D,CRD,$100,$3.00,$100,$3.00,915.0,Liable,MS0,"$2,440.00",8485294738444938534
787,10/26/20 14:18:35,W/D,DDA,$200,$3.00,$200,$3.00,1191.0,Approved,PUL,"$2,440.00",5192840608297194168
788,11/14/20 15:34:24,W/D,DDA,$20,$3.00,$20,$3.00,1307.0,Approved,PLS,"$2,440.00",5039472452946960684
789,11/14/20 17:16:00,W/D,SAV,$200,$0.00,$,$0.00,1308.0,REFER TO,SNE,"$2,440.00",1079720515450814901
790,11/14/20 17:16:45,W/D,SAV,$200,$0.00,$,$0.00,1309.0,REFER TO,SNE,"$2,440.00",1079720515450814901
791,11/15/20 00:46:30,INQ,DDA,$,$0.00,$,$0.00,1310.0,Approved,PLS,"$2,440.00",6650185965494749765
792,01/22/21 18:33:56,W/D,DDA,$200,$3.00,$200,$3.00,1750.0,EMV,CI0,"$2,440.00",6151147783377518261
793,01/22/21 18:34:44,W/D,DDA,$200,$0.00,$,$0.00,1751.0,EXC WD L,CI0,"$2,440.00",6151147783377518261
794,02/12/21 20:16:38,W/D,DDA,$20,$3.00,$20,$3.00,1916.0,EMV,PLS,"$2,440.00",3198048075106216964
795,02/12/21 22:02:26,W/D,DDA,$40,$0.00,$,$0.00,1919.0,INCORREC,NYC,"$2,440.00",4169917570091872334
796,02/12/21 22:08:24,W/D,DDA,$80,$0.00,$,$0.00,1920.0,DO NOT H,NYC,"$2,440.00",4169917570091872334
797,04/04/21 12:32:40,W/D,DDA,$60,$3.00,$60,$3.00,2275.0,EMV,SNE,"$2,440.00",3791178353698124116
798,05/17/21 05:51:39,W/D,DDA,$100,$3.00,$100,$3.00,2682.0,EMV,PLS,"$2,440.00",5920524735940131250
799,05/17/21 17:49:47,INQ,DDA,$0,$0.00,$0,$0.00,2683.0,Approved,PUL,"$2,440.00",3765139707027393437
800,07/19/21 18:30:08,W/D,DDA,$40,$3.00,$40,$3.00,3255.0,EMV,MS0,"$2,440.00",5070993254737909218
801,07/20/21 01:13:38,W/D,DDA,$200,$0.00,$0,$0.00,3256.0,DO NOT H,PLS,"$2,440.00",4585881769669767800
802,07/20/21 09:49:31,INQ,DDA,$0,$0.00,$0,$0.00,3257.0,Approved,CI0,"$2,440.00",7721209937140616170
803,07/20/21 09:51:46,W/D,DDA,$100,$0.00,$0,$0.00,3258.0,NSF,CI0,"$2,440.00",7721209937140616170
804,08/15/20 17:27:37,W/D,DDA,$60,$3.00,$60,$3.00,842.0,Liable,PLS,"$2,460.00",4661958880200438786
805,08/15/20 17:53:54,W/D,DDA,$80,$0.00,$,$0.00,843.0,NOT PERM,PLS,"$2,460.00",2622840374100396955
806,08/15/20 17:56:01,INQ,DDA,$,$0.00,$,$0.00,844.0,NOT PERM,PLS,"$2,460.00",2622840374100396955
807,08/15/20 17:56:41,W/D,DDA,$80,$0.00,$,$0.00,845.0,INCORREC,PLS,"$2,460.00",2622840374100396955
808,09/25/20 20:02:05,W/D,DDA,$200,$3.00,$200,$3.00,1021.0,Approved,PUL,"$2,460.00",4439302984375986516
809,11/13/20 13:16:01,W/D,SAV,$200,$3.00,$200,$3.00,1304.0,Approved,SNE,"$2,460.00",1079720515450814901
810,11/13/20 13:16:49,W/D,SAV,$200,$0.00,$,$0.00,1305.0,EXC WD L,SNE,"$2,460.00",1079720515450814901
811,11/13/20 20:12:49,INQ,DDA,$,$0.00,$,$0.00,1306.0,Approved,STR,"$2,460.00",1024144443385327747
812,02/12/21 18:42:56,W/D,DDA,$80,$3.00,$80,$3.00,1914.0,EMV,PUL,"$2,460.00",7315706900205045665
813,02/12/21 19:41:08,INQ,SAV,$,$0.00,$,$0.00,1915.0,Approved,PUL,"$2,460.00",8094140518928116965
814,04/10/21 11:40:12,W/D,DDA,$200,$3.00,$200,$3.00,2352.0,EMV,PLS,"$2,460.00",3041864323038578142
815,01/11/21 07:44:25,W/D,DDA,$200,$3.00,$200,$3.00,1683.0,EMV,MS0,"$2,480.00",675549229448692191
816,01/11/21 23:03:24,INQ,DDA,$,$0.00,$,$0.00,1684.0,Approved,PUL,"$2,480.00",8862556643301199132
817,01/11/21 23:04:01,W/D,DDA,$80,$0.00,$,$0.00,1685.0,UNKNOWN,PUL,"$2,480.00",8862556643301199132
818,01/11/21 23:04:34,INQ,DDA,$,$0.00,$,$0.00,1686.0,Approved,PUL,"$2,480.00",8862556643301199132
819,01/11/21 23:05:40,W/D,CRD,$200,$0.00,$,$0.00,1687.0,NO CHK A,AFR,"$2,480.00",1418936947926468375
820,01/12/21 13:26:03,W/D,DDA,$160,$0.00,$,$0.00,1688.0,INCORREC,MS0,"$2,480.00",7140717133446156579
821,07/07/21 10:56:34,W/D,DDA,$200,$3.00,$200,$3.00,3146.0,Approved,WAE,"$2,480.00",4337853393435196361
822,07/19/21 15:48:09,W/D,DDA,$200,$3.00,$200,$3.00,3253.0,EMV,VNT,"$2,480.00",5691744095411943414
823,07/19/21 18:29:19,W/D,DDA,$60,$0.00,$0,$0.00,3254.0,NSF,MS0,"$2,480.00",5070993254737909218
824,08/04/20 16:10:53,W/D,DDA,$60,$3.00,$60,$3.00,791.0,Liable,MS0,"$2,500.00",1513281023416590679
825,10/10/20 13:35:10,W/D,DDA,$200,$3.00,$200,$3.00,1111.0,Approved,WAE,"$2,500.00",6170933108158581343
826,11/01/20 19:47:29,W/D,DDA,$200,$3.00,$200,$3.00,1224.0,EMV,MS0,"$2,500.00",675549229448692191
827,11/01/20 21:00:04,INQ,DDA,$,$0.00,$,$0.00,1225.0,Approved,MS0,"$2,500.00",5813397369286499916
828,03/03/21 13:35:54,W/D,DDA,$80,$3.00,$80,$3.00,1998.0,Approved,PUL,"$2,500.00",6247421904285465607
829,03/18/21 19:31:38,W/D,DDA,$200,$3.00,$200,$3.00,2122.0,Approved,PUL,"$2,500.00",1497912860171747447
830,04/04/21 03:19:09,W/D,DDA,$100,$3.00,$100,$3.00,2273.0,EMV,SNE,"$2,500.00",3791178353698124116
831,04/04/21 04:51:24,INQ,DDA,$,$0.00,$,$0.00,2274.0,Approved,MS0,"$2,500.00",4120534844347657213
832,08/15/20 12:55:44,W/D,DDA,$40,$3.00,$40,$3.00,840.0,Approved,PUL,"$2,520.00",8263788806220057598
833,08/15/20 17:26:56,INQ,DDA,$,$0.00,$,$0.00,841.0,INCORREC,PLS,"$2,520.00",4661958880200438786
834,12/05/20 12:48:41,W/D,DDA,$40,$3.00,$40,$3.00,1448.0,EMV,MS0,"$2,520.00",8134964530313524239
835,12/05/20 13:08:33,INQ,SAV,$,$0.00,$,$0.00,1449.0,INCORREC,SNE,"$2,520.00",1190346791087523935
836,04/17/21 17:40:08,W/D,DDA,$20,$3.00,$20,$3.00,2432.0,EMV,PLS,"$2,520.00",3518061943693897243
837,04/17/21 21:58:37,INQ,DDA,$0,$0.00,$0,$0.00,2433.0,Approved,SNE,"$2,520.00",571802768755729216
838,06/06/21 01:08:13,W/D,DDA,$100,$3.00,$100,$3.00,2839.0,EMV,PLS,"$2,520.00",6139512717182503587
839,06/24/21 17:27:42,W/D,SAV,$100,$3.00,$100,$3.00,3012.0,Approved,PUL,"$2,520.00",73220372714019314
840,06/24/21 20:59:02,W/D,SAV,$120,$0.00,$0,$0.00,3013.0,NSF,CRN,"$2,520.00",3921068051231302862
841,06/24/21 21:01:12,W/D,SAV,$120,$0.00,$0,$0.00,3014.0,NSF,CRN,"$2,520.00",3921068051231302862
842,09/04/20 07:30:04,W/D,CRD,$200,$3.00,$200,$3.00,914.0,Liable,MS0,"$2,540.00",8485294738444938534
843,11/24/20 10:54:50,W/D,SAV,$200,$3.00,$200,$3.00,1375.0,Approved,SNE,"$2,540.00",1079720515450814901
844,02/12/21 12:38:53,W/D,DDA,$20,$3.00,$20,$3.00,1913.0,EMV,PLS,"$2,540.00",8935486158562551092
845,03/27/21 19:23:16,W/D,DDA,$40,$3.00,$40,$3.00,2211.0,EMV,SNE,"$2,540.00",6816362311316043774
